expense_id,employee,department,expense_date,amount_usd,currency,category,merchant,invoice_no,invoice_city,trip_to_city,approver,paid_amount_usd
ETGEJ68IZ,Henry,HR,2024-12-01,345.02,USD,Office,Happy Noodles,INV-847075,Los Angeles,Los Angeles,Mgr_Amy,345.02
EWQPGUEQ9,Vince,Sales,2024-12-01,85.43,USD,Meal,Tech Supplies,INV-803089,Boston,Boston,Mgr_Erin,185.43
EYDE1CBKT,Faith,Finance,2024-12-01,39.6,USD,Meal,Tech Supplies,INV-284873,Chicago,Chicago,Mgr_Carl,39.6
EFXSAZC6U,Uma,Marketing,2024-12-01,199.0,USD,Meal,Happy Noodles,INV-AB-89113,Los Angeles,Los Angeles,Mgr_Erin,199.0
ED8JR96C3,Charlie,Marketing,2024-12-01,199.0,USD,Meal,Happy Noodles,INV-AB-11141,Los Angeles,Los Angeles,Mgr_Erin,199.0
EBD0KW2S2,Will,R&D,2024-12-01,137.91,USD,Client Gift,Green Hotel,INV-725586,Dallas,Miami,Mgr_Erin,137.91
EODIY7N8G,Rose,Sales,2024-12-01,295.31,USD,Hotel,Metro Coffee,INV-963884,Seattle,Seattle,Mgr_Erin,295.31
E5H0OYBFT,Aaron,R&D,2024-12-01,83.32,USD,Meal,Green Hotel,INV-608236,Chicago,Chicago,Mgr_Carl,83.32
E69XQZGGY,Ivan,Marketing,2024-12-01,199.0,USD,Meal,Happy Noodles,INV-AB-46093,Los Angeles,Los Angeles,Mgr_Erin,199.0
EHFXDXUKJ,Jack,Marketing,2024-12-01,199.0,USD,Meal,Happy Noodles,INV-AB-70119,Los Angeles,Los Angeles,Mgr_Erin,199.0
EPGWTKRSU,Queen,Sales,2024-12-01,72.96,USD,Meal,Metro Coffee,INV-DUP-41360,Boston,Boston,Mgr_Ben,72.96
EAMADK7QZ,Paula,Marketing,2024-12-01,199.0,USD,Meal,Happy Noodles,INV-AB-70196,Los Angeles,Los Angeles,Mgr_Erin,199.0
E5U8NHHC6,Bob,Marketing,2024-12-01,314.26,USD,Office,Metro Coffee,INV-495977,Los Angeles,Los Angeles,Mgr_Ben,314.26
EILK0PBPN,Miles,HR,2024-12-01,274.27,USD,Office,Green Hotel,INV-977400,Houston,Los Angeles,Mgr_Amy,274.27
EGI2Y1PRO,Miles,R&D,2024-12-01,27.98,USD,Meal,Tech Supplies,INV-681767,Seattle,Seattle,Mgr_Erin,27.98
ES6AGD9Q1,Peter,Marketing,2024-12-01,199.0,USD,Meal,Happy Noodles,INV-AB-11020,Los Angeles,Los Angeles,Mgr_Erin,199.0
EVUNE5SY8,Tyler,R&D,2024-12-01,51.29,USD,Office,Tech Supplies,INV-547713,Atlanta,Atlanta,Mgr_Erin,51.29
EM3BUZ7ZJ,Victor,Finance,2024-12-02,182.28,USD,Hotel,Green Hotel,INV-989784,Boston,Boston,Mgr_Erin,182.28
E6AKZWDRN,Henry,Marketing,2024-12-02,245.82,USD,Client Gift,Green Hotel,INV-385910,Dallas,Dallas,Mgr_Ben,245.82
EAOLDAK6T,Peter,Finance,2024-12-02,56.54,USD,Meal,Happy Noodles,INV-956273,Atlanta,Atlanta,Mgr_Amy,56.54
ET0UZNRAY,Paula,R&D,2024-12-02,356.84,USD,Office,Metro Coffee,INV-812941,Los Angeles,Los Angeles,Mgr_Ben,356.84
EISAI5XOA,Sophie,Marketing,2024-12-02,32.82,USD,Meal,Metro Coffee,INV-319856,Atlanta,Atlanta,Mgr_Duke,32.82
EB5P0C8R7,Sam,HR,2024-12-02,398.85,USD,Office,Happy Noodles,INV-138403,San Francisco,San Francisco,Mgr_Ben,398.85
EUEG0ETUP,Tyler,R&D,2024-12-02,246.7,USD,Office,City Taxi,INV-804162,Houston,Houston,Mgr_Ben,246.7
EON0AVFYF,Fiona,Finance,2024-12-02,228.55,USD,Office,City Taxi,INV-746906,New York,New York,Mgr_Erin,228.55
EVBPFKSP1,Carter,Marketing,2024-12-02,83.72,USD,Meal,City Taxi,INV-342940,Boston,Boston,Mgr_Ben,83.72
EPCNDPB8T,Charlie,R&D,2024-12-02,402.7,USD,Office,Sky Airlines,INV-618110,San Francisco,San Francisco,Mgr_Amy,402.7
ETRU6WRQE,Bella,HR,2024-12-02,283.83,USD,Office,Green Hotel,INV-515091,Atlanta,Atlanta,Mgr_Ben,283.83
EVETRRR0H,Tyler,HR,2024-12-02,257.15,USD,Air,City Taxi,INV-671090,Atlanta,Atlanta,Mgr_Duke,257.15
EHJYBNVHH,Xavier,Sales,2024-12-02,85.02,USD,Meal,Sky Airlines,INV-353390,Los Angeles,Los Angeles,Mgr_Carl,85.02
ES2QA8J0U,Yvonne,Sales,2024-12-02,207.83,USD,Hotel,City Taxi,INV-464305,Houston,Seattle,Mgr_Ben,207.83
EFSAXUIZS,Olivia,Marketing,2024-12-03,23.47,USD,Transport,Happy Noodles,INV-861794,Houston,Houston,Mgr_Erin,23.47
E1L9EQUTQ,Uma,Finance,2024-12-03,16.86,USD,Transport,Happy Noodles,INV-694998,Seattle,Seattle,Mgr_Erin,16.86
EBKNK7SWB,Olivia,Finance,2024-12-03,60.94,USD,Transport,Sky Airlines,INV-983548,New York,New York,Mgr_Ben,60.94
E0ZOGWIFW,Xavier,Sales,2024-12-03,46.9,USD,Meal,City Taxi,INV-311111,San Francisco,Los Angeles,Mgr_Duke,46.9
EDS9JDUM1,Nina,HR,2024-12-03,87.63,USD,Meal,Green Hotel,INV-983215,New York,New York,Mgr_Duke,87.63
EAKN95FLK,Aaron,Marketing,2024-12-03,208.34,USD,Client Gift,Happy Noodles,INV-803718,Houston,Houston,Mgr_Amy,208.34
E2WXODE0R,Olivia,HR,2024-12-03,55.42,USD,Transport,Happy Noodles,INV-651237,Los Angeles,Los Angeles,Mgr_Carl,55.42
EAAD45IL1,Sam,Finance,2024-12-03,24.08,USD,Meal,Green Hotel,INV-461292,San Francisco,San Francisco,Mgr_Duke,24.08
EFG8QZBNH,Rose,Sales,2024-12-03,72.31,USD,Meal,Metro Coffee,INV-925863,Boston,Boston,Mgr_Duke,72.31
EL03DOS0O,Olivia,Sales,2024-12-03,254.9,USD,Hotel,Metro Coffee,INV-297424,Miami,Miami,Mgr_Erin,254.9
EB85N1WKK,Yvonne,Sales,2024-12-03,68.87,USD,Meal,Green Hotel,INV-112802,Atlanta,Dallas,Mgr_Erin,68.87
EI5FPEFLC,Miles,HR,2024-12-03,376.75,USD,Office,Happy Noodles,INV-162855,Miami,Miami,Mgr_Ben,376.75
EID1P9X76,Olivia,Marketing,2024-12-03,283.48,USD,Air,City Taxi,INV-148477,Chicago,Chicago,Mgr_Duke,283.48
EF2V7FW05,Hazel,HR,2024-12-04,325.55,USD,Office,Sky Airlines,INV-634612,Dallas,Dallas,Mgr_Carl,325.55
EBE05VJ5N,Irene,Sales,2024-12-04,120.53,USD,Office,Happy Noodles,INV-923028,Miami,Miami,Mgr_Erin,120.53
EC42OL1I9,Irene,R&D,2024-12-04,341.39,USD,Client Gift,City Taxi,INV-969068,San Francisco,San Francisco,Mgr_Carl,341.39
E4898RG47,Zack,HR,2024-12-04,136.22,USD,Office,Tech Supplies,INV-918776,Los Angeles,Los Angeles,Mgr_Amy,136.22
ED0EYLY6H,Sophie,R&D,2024-12-04,43.42,USD,Meal,Tech Supplies,INV-147507,Miami,Miami,Mgr_Carl,43.42
E8VCI4SUL,Irene,R&D,2024-12-04,72.73,USD,Meal,Metro Coffee,INV-777072,Boston,Boston,Mgr_Duke,72.73
E5VHR6E1V,Kevin,Sales,2024-12-04,51.37,USD,Meal,Green Hotel,INV-549083,Miami,Miami,Mgr_Amy,51.37
EULKB39UC,Charlie,R&D,2024-12-04,288.54,USD,Office,Green Hotel,INV-857653,Chicago,Chicago,Mgr_Amy,288.54
EWCS6AF5C,Irene,Sales,2024-12-04,82.51,USD,Meal,Tech Supplies,INV-DUP-54114,Los Angeles,Los Angeles,Mgr_Erin,82.51
EIHTK6RVG,Peter,Sales,2024-12-04,289.28,USD,Hotel,Sky Airlines,INV-905443,New York,New York,Mgr_Erin,289.28
ES8W8J4D2,Faith,R&D,2024-12-05,377.37,USD,Hotel,Sky Airlines,INV-891540,Chicago,Chicago,Mgr_Carl,377.37
EACFYFWZW,Ethan,HR,2024-12-05,18.51,USD,Transport,City Taxi,INV-339649,New York,Chicago,Mgr_Amy,18.51
ECICAPO67,Irene,Marketing,2024-12-05,643.3,USD,Air,City Taxi,INV-880114,Chicago,San Francisco,Mgr_Erin,643.3
EFB8D825G,Aaron,Sales,2024-12-05,444.94,USD,Air,City Taxi,INV-982194,San Francisco,San Francisco,Mgr_Duke,444.94
EED8EGTW5,Jack,HR,2024-12-05,387.64,USD,Office,City Taxi,INV-459536,Miami,Miami,Mgr_Ben,387.64
E2139VUD0,Nora,R&D,2024-12-05,68.15,USD,Meal,Green Hotel,INV-844125,Houston,Houston,Mgr_Ben,68.15
ES2QKY415,Charlie,Finance,2024-12-05,189.2,USD,Office,Tech Supplies,INV-784047,New York,New York,Mgr_Duke,189.2
E8724DV52,Henry,Marketing,2024-12-05,92.43,USD,Office,Tech Supplies,INV-497477,New York,New York,Mgr_Ben,92.43
EXNMDNALR,Grace,Finance,2024-12-05,417.7,USD,Office,City Taxi,INV-444767,Dallas,Dallas,Mgr_Amy,417.7
ERS95HPOV,Mason,HR,2024-12-05,66.12,USD,Office,Metro Coffee,INV-393054,Seattle,Boston,Mgr_Duke,66.12
E39186DWD,Tyler,Marketing,2024-12-05,403.25,USD,Hotel,Metro Coffee,INV-356350,Dallas,Dallas,Mgr_Carl,403.25
EPLPUOYX7,Lena,Sales,2024-12-05,316.92,USD,Hotel,Green Hotel,INV-789588,Seattle,Seattle,Mgr_Erin,316.92
EKK9G7GUG,Tina,Sales,2024-12-05,61.56,USD,Meal,City Taxi,INV-947843,Boston,Boston,Mgr_Ben,61.56
EE65ZQNQ5,Rose,Sales,2024-12-05,2400.0,USD,Hotel,Green Hotel,INV-SPL-45874,Chicago,Chicago,Mgr_Carl,2400.0
EHXFO8TSH,Faith,Marketing,2024-12-05,542.63,USD,Air,Metro Coffee,INV-202461,Miami,Miami,Mgr_Duke,542.63
EN5Y3K77X,Victor,Sales,2024-12-05,391.61,USD,Air,Metro Coffee,INV-353268,Boston,Boston,Mgr_Amy,391.61
ERGAOK6QV,Faith,Marketing,2024-12-05,193.19,USD,Hotel,Green Hotel,INV-656703,Houston,Houston,Mgr_Amy,193.19
EW58Q3S8Z,Aaron,Sales,2024-12-05,82.37,USD,Meal,City Taxi,INV-519406,New York,New York,Mgr_Duke,82.37
EJSP3GGF8,Rose,Sales,2024-12-05,2400.0,USD,Hotel,Green Hotel,INV-SPL-71843,Chicago,Chicago,Mgr_Ben,2400.0
EBJZKT3ZN,Rose,Sales,2024-12-05,299.0,USD,Hotel,Green Hotel,INV-SPL-94521,Chicago,Chicago,Mgr_Amy,299.0
EFDQ1K8UA,Edgar,R&D,2024-12-06,71.86,USD,Meal,Metro Coffee,INV-113411,San Francisco,San Francisco,Mgr_Erin,71.86
ED6R7A9PO,Alice,R&D,2024-12-06,293.71,USD,Office,Metro Coffee,INV-713192,Dallas,Dallas,Mgr_Duke,293.71
EWQWPT45M,Zoe,Sales,2024-12-06,235.58,USD,Air,City Taxi,INV-637104,Dallas,Dallas,Mgr_Ben,235.58
EOS8DKTO1,Zack,R&D,2024-12-06,391.68,USD,Air,City Taxi,INV-540229,New York,New York,Mgr_Amy,391.68
E98WN73BW,Paula,Finance,2024-12-06,325.69,USD,Client Gift,Green Hotel,INV-804994,Dallas,Dallas,Mgr_Erin,325.69
EZDZRW57J,Riley,Marketing,2024-12-06,259.74,USD,Hotel,Happy Noodles,INV-979723,Los Angeles,Los Angeles,Mgr_Ben,259.74
EK5GC5SYU,Jack,Sales,2024-12-06,47.81,USD,Meal,City Taxi,INV-876250,San Francisco,San Francisco,Mgr_Duke,47.81
E5G26QEYG,Nora,R&D,2024-12-06,101.13,USD,Office,Green Hotel,INV-949126,Boston,Boston,Mgr_Ben,101.13
EFWT48IQB,Edgar,Sales,2024-12-06,349.09,USD,Hotel,Sky Airlines,INV-780647,Dallas,Dallas,Mgr_Carl,349.09
EDITLMZ19,Uma,Sales,2024-12-06,210.48,USD,Air,Tech Supplies,INV-418150,Los Angeles,Los Angeles,Mgr_Carl,310.48
E39S2LNAF,Nina,Marketing,2024-12-06,80.01,USD,Meal,Metro Coffee,INV-971435,Chicago,Chicago,Mgr_Erin,80.01
EOESHTLO4,Tina,HR,2024-12-06,41.27,USD,Transport,Happy Noodles,INV-120999,Boston,Boston,Mgr_Erin,41.27
E1K6LJ75L,Rose,Sales,2024-12-06,202.5,USD,Hotel,City Taxi,INV-385613,New York,New York,Mgr_Ben,202.5
E0RLCMPRI,Bella,Sales,2024-12-06,424.28,USD,Hotel,Sky Airlines,INV-544547,Atlanta,Atlanta,Mgr_Amy,424.28
E8O0JGSJ6,Bella,Marketing,2024-12-07,236.22,USD,Client Gift,Green Hotel,INV-918308,Houston,Houston,Mgr_Ben,236.22
EEOS0QJ5W,Ursula,R&D,2024-12-07,345.78,USD,Office,Metro Coffee,INV-571605,Seattle,Seattle,Mgr_Duke,345.78
EWUZTIFF4,Delia,Sales,2024-12-07,84.71,USD,Meal,Tech Supplies,INV-757107,Boston,Boston,Mgr_Amy,84.71
E9O7XJKRD,Paula,Sales,2024-12-07,61.65,USD,Meal,Green Hotel,INV-248117,New York,New York,Mgr_Amy,61.65
E3X8LQZYE,Vince,Marketing,2024-12-07,415.03,USD,Hotel,City Taxi,INV-169271,Boston,Boston,Mgr_Ben,415.03
EI6AZBS96,Hazel,R&D,2024-12-07,38.97,USD,Meal,Tech Supplies,INV-428182,Miami,Miami,Mgr_Carl,38.97
E77T7FWA5,Paula,Finance,2024-12-07,49.94,USD,Transport,Tech Supplies,INV-809424,Miami,Miami,Mgr_Erin,49.94
EY6YP0GD6,Riley,Finance,2024-12-07,711.77,USD,Air,Tech Supplies,INV-544050,New York,New York,Mgr_Erin,711.77
EM5TVWMG8,Xavier,Sales,2024-12-07,364.63,USD,Air,Tech Supplies,INV-450371,Miami,Miami,Mgr_Duke,364.63
EBKFG7LMG,Delia,R&D,2024-12-07,194.12,USD,Hotel,Green Hotel,INV-927755,Seattle,Seattle,Mgr_Carl,194.12
ER0HDE7D8,Zoe,R&D,2024-12-07,71.6,USD,Office,Tech Supplies,INV-266215,Dallas,New York,Mgr_Erin,71.6
EHIC9T0KT,Ivan,R&D,2024-12-07,66.58,USD,Meal,Metro Coffee,INV-385376,New York,New York,Mgr_Ben,66.58
E05PW8VPB,Tyler,Finance,2024-12-07,250.3,USD,Hotel,Tech Supplies,INV-442447,San Francisco,San Francisco,Mgr_Ben,250.3
EKV2T1WW9,Victor,R&D,2024-12-07,31.3,USD,Transport,City Taxi,INV-849351,Dallas,Dallas,Mgr_Amy,31.3
ETALC9127,Diana,Finance,2024-12-07,60.96,USD,Meal,Sky Airlines,INV-752244,Dallas,Dallas,Mgr_Amy,60.96
E1ALTUCPG,Victor,Sales,2024-12-07,35.04,USD,Meal,Green Hotel,INV-726205,San Francisco,San Francisco,Mgr_Duke,35.04
EEZRCDQ98,Rose,R&D,2024-12-08,334.79,USD,Office,Sky Airlines,INV-827824,Houston,Miami,Mgr_Erin,334.79
EZAYT6QQ4,Olivia,Marketing,2024-12-08,222.72,USD,Client Gift,Sky Airlines,INV-453725,Boston,Boston,Mgr_Erin,222.72
EPUE3OQ4V,Kevin,Marketing,2024-12-08,302.8,USD,Office,Happy Noodles,INV-872207,Dallas,Dallas,Mgr_Amy,302.8
EJ1WCZXXT,Laura,Sales,2024-12-08,332.67,USD,Air,Happy Noodles,INV-435359,New York,New York,Mgr_Duke,332.67
EZ5VLOVFQ,Carter,Sales,2024-12-08,37.63,USD,Transport,Green Hotel,INV-676221,Seattle,Seattle,Mgr_Erin,37.63
E5TPJHRPP,Laura,R&D,2024-12-08,95.97,USD,Meal,Sky Airlines,INV-774336,New York,New York,Mgr_Duke,95.97
EHPKHGEKM,Will,R&D,2024-12-08,15.83,USD,Transport,Happy Noodles,INV-218133,Boston,Boston,Mgr_Erin,15.83
EIDHSNBN9,Sam,R&D,2024-12-08,51.39,USD,Office,Metro Coffee,INV-969738,Atlanta,Atlanta,Mgr_Ben,51.39
ESPT1F955,Zoe,Marketing,2024-12-08,333.59,USD,Hotel,City Taxi,INV-364305,Los Angeles,Los Angeles,Mgr_Amy,333.59
EVAWT0H1M,Lena,Sales,2024-12-08,401.5,USD,Hotel,Happy Noodles,INV-583988,Boston,San Francisco,Mgr_Erin,401.5
EA5NXP1KE,Quinn,R&D,2024-12-08,91.87,USD,Meal,Green Hotel,INV-945870,New York,New York,Mgr_Carl,91.87
E5MHWSMB1,Sophie,Marketing,2024-12-08,718.32,USD,Air,Happy Noodles,INV-430201,Boston,Boston,Mgr_Erin,718.32
EURE82UGZ,Diana,Marketing,2024-12-08,290.36,USD,Client Gift,Metro Coffee,INV-167281,Chicago,Chicago,Mgr_Duke,290.36
E0ZBO1LF5,Vince,HR,2024-12-08,28.92,USD,Transport,Happy Noodles,INV-558959,Atlanta,Atlanta,Mgr_Duke,28.92
E7KMWVZT0,Gavin,R&D,2024-12-08,159.42,USD,Office,Tech Supplies,INV-203875,New York,New York,Mgr_Amy,159.42
E8DJ5R1Z9,Nora,R&D,2024-12-09,48.01,USD,Office,Happy Noodles,INV-276969,Boston,Los Angeles,Mgr_Amy,48.01
EWORP7K8U,Ursula,R&D,2024-12-09,46.24,USD,Office,Tech Supplies,INV-973698,Atlanta,Atlanta,Mgr_Duke,46.24
E0PJY838U,Tina,Sales,2024-12-09,22.07,USD,Meal,City Taxi,INV-267120,Chicago,Chicago,Mgr_Amy,22.07
E34V7041L,Diana,R&D,2024-12-09,432.02,USD,Office,Green Hotel,INV-370627,Los Angeles,Los Angeles,Mgr_Carl,432.02
EEWRHI341,Lena,Marketing,2024-12-09,86.71,USD,Meal,Metro Coffee,INV-220824,Atlanta,Atlanta,Mgr_Amy,86.71
EMICZHDAX,Kirk,R&D,2024-12-09,317.55,USD,Hotel,City Taxi,INV-296868,Boston,Boston,Mgr_Amy,317.55
EH9NNFE0Q,Quinn,Sales,2024-12-09,66.02,USD,Meal,City Taxi,INV-580828,Seattle,Seattle,Mgr_Erin,66.02
EGZAT21IF,Nina,Marketing,2024-12-09,130.79,USD,Client Gift,Metro Coffee,INV-544618,San Francisco,San Francisco,Mgr_Carl,130.79
EP0WD0Z3R,Kirk,Finance,2024-12-09,48.07,USD,Transport,Green Hotel,INV-801841,Dallas,Dallas,Mgr_Ben,48.07
EW4XOBWUC,Riley,Sales,2024-12-09,199.26,USD,Client Gift,Happy Noodles,INV-237160,Houston,Houston,Mgr_Erin,199.26
E0NN3Y0HI,Uma,R&D,2024-12-09,205.7,USD,Air,City Taxi,INV-610206,New York,New York,Mgr_Carl,205.7
E2OQMEPD2,Gavin,R&D,2024-12-09,55.16,USD,Meal,Tech Supplies,INV-899615,Boston,Boston,Mgr_Carl,55.16
ETYLYMPCP,Vince,Marketing,2024-12-09,30.04,USD,Transport,Tech Supplies,INV-907896,Atlanta,Atlanta,Mgr_Erin,30.04
E0UZS21GS,Tina,HR,2024-12-09,318.48,USD,Hotel,Tech Supplies,INV-619661,Dallas,Dallas,Mgr_Amy,318.48
EMTF6M68S,Bella,R&D,2024-12-09,61.47,USD,Meal,Green Hotel,INV-265821,Houston,Houston,Mgr_Ben,61.47
E291HM55J,Delia,Sales,2024-12-09,79.13,USD,Meal,Happy Noodles,INV-399307,Boston,Boston,Mgr_Ben,79.13
EFLA4I5Y2,Sam,Marketing,2024-12-09,370.5,USD,Hotel,Metro Coffee,INV-458192,New York,New York,Mgr_Carl,370.5
EQJJZMMF2,Rose,R&D,2024-12-10,71.08,USD,Meal,Green Hotel,INV-405715,Dallas,Dallas,Mgr_Duke,71.08
EPEM60JTJ,Sam,R&D,2024-12-10,372.66,USD,Air,City Taxi,INV-925901,Seattle,Seattle,Mgr_Carl,372.66
EF7UPXOAN,Will,R&D,2024-12-10,138.4,USD,Client Gift,Sky Airlines,INV-515144,Houston,Houston,Mgr_Amy,138.4
E6LWS25KN,Laura,Sales,2024-12-10,61.16,USD,Transport,Metro Coffee,INV-108425,Atlanta,Atlanta,Mgr_Erin,61.16
E3MABGNQY,Edgar,Sales,2024-12-10,82.81,USD,Meal,Happy Noodles,INV-688029,Los Angeles,Seattle,Mgr_Carl,82.81
E6ONDOSKS,Laura,Marketing,2024-12-10,208.17,USD,Client Gift,Happy Noodles,INV-768662,Houston,Houston,Mgr_Erin,208.17
EC4DIDZ7D,Edgar,R&D,2024-12-10,39.04,USD,Office,City Taxi,INV-357106,Chicago,Chicago,Mgr_Amy,39.04
ESFV73UN5,Vince,R&D,2024-12-10,231.66,USD,Hotel,Sky Airlines,INV-423281,Los Angeles,Los Angeles,Mgr_Carl,231.66
ETZ6OP3QU,Kevin,Sales,2024-12-10,351.36,USD,Hotel,Tech Supplies,INV-593663,San Francisco,San Francisco,Mgr_Erin,351.36
EN6YJ1WXL,Jade,Finance,2024-12-10,264.52,USD,Hotel,Tech Supplies,INV-861231,Houston,Houston,Mgr_Amy,264.52
EF45R76YS,Hazel,Marketing,2024-12-10,332.37,USD,Hotel,Happy Noodles,INV-990346,Atlanta,Atlanta,Mgr_Duke,332.37
EY7QLJ0WR,Gavin,Sales,2024-12-10,46.1,USD,Transport,Metro Coffee,INV-126659,Houston,Houston,Mgr_Erin,0.0
EJEGR4H3K,Henry,Sales,2024-12-10,71.88,USD,Meal,Happy Noodles,INV-153209,Miami,Miami,Mgr_Amy,71.88
EXH9FY4I0,Rose,Sales,2024-12-10,307.84,USD,Hotel,City Taxi,INV-268246,Chicago,Chicago,Mgr_Duke,307.84
E9SZ5BERV,Henry,R&D,2024-12-10,177.2,USD,Office,Green Hotel,INV-128259,San Francisco,San Francisco,Mgr_Amy,177.2
EKU1265V9,Olivia,Finance,2024-12-10,352.64,USD,Hotel,Green Hotel,INV-380113,Seattle,Seattle,Mgr_Carl,352.64
ECF4SLBN3,Ursula,HR,2024-12-10,308.28,USD,Hotel,Tech Supplies,INV-495802,Houston,Houston,Mgr_Ben,308.28
EKB7VWBDI,Sophie,Finance,2024-12-10,114.65,USD,Office,City Taxi,INV-182042,Dallas,Dallas,Mgr_Amy,114.65
EGKBL58HI,Jack,R&D,2024-12-10,341.24,USD,Office,City Taxi,INV-669407,Los Angeles,Los Angeles,Mgr_Amy,341.24
EB0K4BBPB,Nora,HR,2024-12-10,37.08,USD,Meal,Metro Coffee,INV-841354,Boston,Boston,Mgr_Ben,37.08
E6YQ8DJW7,Mason,Marketing,2024-12-10,240.58,USD,Hotel,City Taxi,INV-328901,Atlanta,Atlanta,Mgr_Amy,240.58
ENNION8OY,Zack,Marketing,2024-12-11,170.28,USD,Client Gift,Tech Supplies,INV-934957,Atlanta,Atlanta,Mgr_Duke,170.28
EIV1YHFYH,Faith,R&D,2024-12-11,341.84,USD,Office,Happy Noodles,INV-846284,Seattle,Seattle,Mgr_Carl,341.84
EMBK3LWBU,Carter,R&D,2024-12-11,344.53,USD,Office,Happy Noodles,INV-183590,Dallas,Dallas,Mgr_Duke,344.53
ENQI1GTVH,Yvonne,HR,2024-12-11,78.72,USD,Meal,Happy Noodles,INV-722506,New York,New York,Mgr_Erin,78.72
EEDECMKCS,Owen,Marketing,2024-12-11,367.69,USD,Air,Metro Coffee,INV-695411,Seattle,Seattle,Mgr_Ben,367.69
ER89U86BI,Ivan,Marketing,2024-12-11,347.49,USD,Hotel,Green Hotel,INV-978229,Boston,Boston,Mgr_Carl,347.49
E6BCXEAML,Yvonne,R&D,2024-12-11,245.42,USD,Office,Tech Supplies,INV-747759,Miami,Miami,Mgr_Duke,245.42
E37NAVFYX,Diana,R&D,2024-12-11,18.32,USD,Transport,Tech Supplies,INV-851106,Houston,Houston,Mgr_Carl,18.32
EATUSTZ5D,Nina,R&D,2024-12-11,262.33,USD,Hotel,Green Hotel,INV-100038,Seattle,Seattle,Mgr_Erin,262.33
E9W5Y27II,Nina,Sales,2024-12-11,310.74,USD,Hotel,Green Hotel,INV-162282,Houston,Houston,Mgr_Carl,310.74
ELGQUY4XL,Bob,Sales,2024-12-11,762.8,USD,Air,City Taxi,INV-215402,Seattle,Seattle,Mgr_Erin,762.8
E0UHOS5XY,Edgar,Sales,2024-12-11,56.9,USD,Meal,Metro Coffee,INV-392244,Seattle,Seattle,Mgr_Erin,56.9
EJRWZEUVO,Ursula,R&D,2024-12-11,51.9,USD,Meal,City Taxi,INV-163661,Los Angeles,Los Angeles,Mgr_Ben,51.9
EO416D3ZP,Vince,Sales,2024-12-11,34.55,USD,Meal,Metro Coffee,INV-237180,Dallas,Dallas,Mgr_Carl,34.55
EFFHCHBTH,Sam,Sales,2024-12-11,189.42,USD,Hotel,Green Hotel,INV-281090,Houston,Los Angeles,Mgr_Duke,189.42
EQVD7SGN6,Mason,HR,2024-12-11,147.93,USD,Meal,Happy Noodles,INV-DD-43681,Miami,Chicago,Mgr_Carl,147.93
EL0VDQV09,Tyler,Finance,2024-12-11,76.02,USD,Office,City Taxi,INV-687755,San Francisco,San Francisco,Mgr_Erin,76.02
EAZFXHKGK,Mason,HR,2024-12-11,147.93,USD,Meal,Happy Noodles,INV-DD-21477,Miami,Chicago,Mgr_Ben,147.93
ETFZF381K,Zoe,R&D,2024-12-12,21.93,USD,Transport,Sky Airlines,INV-355474,Houston,Houston,Mgr_Duke,21.93
E3AMJX18R,Edgar,Sales,2024-12-12,163.28,USD,Hotel,Metro Coffee,INV-746310,Los Angeles,Seattle,Mgr_Erin,163.28
ES2VCUDWJ,Riley,Sales,2024-12-12,763.91,USD,Air,Tech Supplies,INV-532362,Chicago,Chicago,Mgr_Erin,763.91
EZI6LVD12,Zoe,HR,2024-12-12,52.83,USD,Meal,Metro Coffee,INV-903565,Dallas,Dallas,Mgr_Amy,52.83
EZD0GLP8C,Faith,Finance,2024-12-12,360.85,USD,Office,Green Hotel,INV-473076,Los Angeles,Los Angeles,Mgr_Amy,360.85
EYM0MZSBO,Tina,R&D,2024-12-12,361.67,USD,Office,Sky Airlines,INV-693965,Dallas,New York,Mgr_Duke,361.67
ESZOYPA2N,Mason,HR,2024-12-12,60.85,USD,Meal,Green Hotel,INV-918134,Houston,Houston,Mgr_Amy,60.85
EE92BUV34,Nora,R&D,2024-12-12,32.4,USD,Meal,Metro Coffee,INV-859194,Seattle,Seattle,Mgr_Carl,32.4
EJOJXVAC7,Delia,R&D,2024-12-12,434.72,USD,Air,Metro Coffee,INV-666878,Atlanta,Atlanta,Mgr_Duke,434.72
E4YQMVWP4,Paula,HR,2024-12-12,441.26,USD,Office,City Taxi,INV-619619,Houston,Houston,Mgr_Duke,441.26
EEQ12PART,Ivan,Sales,2024-12-12,330.74,USD,Hotel,Sky Airlines,INV-140687,Houston,Houston,Mgr_Amy,330.74
ETRN43JM6,Alice,Sales,2024-12-12,405.03,USD,Hotel,Happy Noodles,INV-378485,Boston,Seattle,Mgr_Erin,405.03
E7M4WTHNN,Vince,R&D,2024-12-12,379.81,USD,Office,Green Hotel,INV-960045,Houston,Houston,Mgr_Ben,379.81
E9F079X9K,Edgar,Sales,2024-12-12,317.87,USD,Hotel,Metro Coffee,INV-508024,Atlanta,Atlanta,Mgr_Duke,317.87
E6PZD52EU,Zack,Sales,2024-12-13,712.52,USD,Air,City Taxi,INV-440773,New York,New York,Mgr_Erin,712.52
E84C6PBV3,Wendy,Finance,2024-12-13,193.87,USD,Office,Tech Supplies,INV-745888,Atlanta,Dallas,Mgr_Duke,193.87
EM3E67NXZ,Ethan,Sales,2024-12-13,253.66,USD,Office,Tech Supplies,INV-644115,San Francisco,Miami,Mgr_Erin,253.66
